tweet,likes,retweet_count,state,state_code,ORIGIN,polarity,subjectivity
Maybe if we can it Ukrainian collusion the liberal media would care? #Trump #Biden,0.0,0.0,California,CA,biden_csv,,,
"#Biden U.S. SCHOOLS: ALL FLATLY REFUSING TO EDUCATE BLACKS  INSTEAD OF SHOVING THEM THRU UR SYSTEMS IGNORANT! R AS GUILTY OF OUR GENOCIDE AS:CRACK/HEROIN MAKERS/DEALERS; GUN-RUNNERS; VENOMOUS GANGSTA RAPPERS; SATAN-SRVNG RELIGIOUS LEADERS  REFUSING TO PREACH AGNST HIM! HELLBOUND!",0.0,0.0,Illinois,IL,biden_csv,,,
"#biden. Its pretty sad that Joe biden is on the record saying if you dont fire the prosecutor  you dont get the million dollars. So  that aint biden saying that??? You people are stupid hypocrites https://t.co/qFmPPe15Ej",0.0,0.0,Georgia,GA,biden_csv,,,
I hope brings the heat to and about the hypocrisy of rewarding Trump with a town hall scheduled against Bidens town hall. Why is #NBC and #MSNBC rewarding bad behavior? #JoeBiden,0.0,0.0,Maryland,MD,biden_csv,,,
"#Biden #Ettinger #sealteam6 https://t.co/grn6ZjY8tz",2.0,0.0,Florida,FL,biden_csv,,,
Hmm...#JoeBiden #HunterBiden #ForSale #Election2020 #Corruption https://t.co/EQXcoXuXdw,0.0,0.0,Pennsylvania,PA,biden_csv,,,
"#HunterBiden #HunterBidenEmails #HunterBidenCrackPipe #JoeBiden #BidenHarrisToSaveAmerica #TrumpPence2020 FUNNYpicsNETWORK (#8) HUNTER https://t.co/jBNUkYtJRW",0.0,0.0,New York,NY,biden_csv,,,
Trump calls Hunter #Biden emails a smoking gun  calls on former VP to release more info https://t.co/syHOZfnf3c https://t.co/anSAOE8zim,0.0,0.0,California,CA,biden_csv,,,
Potentially harmful to a certain brain-dead placeholder for a potential Kamala Harris presidency. #Biden https://t.co/d885Ph0Xqx,0.0,0.0,California,CA,biden_csv,,,
I feel like the real #left is #unified we are against &amp; so stop calling for #unity you aren’t an agent of change. #JoeBiden #American #AmericaFirst #USA #TrumpIsNotAmerica #BlackLivesMatter,0.0,0.0,Pennsylvania,PA,biden_csv,,,
" yes  start #BoycottNBCTownHall #BoycottNBC #BoycottMSNBC #BoycottTrumpTownHall #BoycottTrumpOnNBC #BidenTownHall #ABCNews #VOTE #VoteEarly #VoteBiden #JoeBiden #VoteBidenHarris2020 #VoteBlueToEndThisNightmare https://t.co/QXVxNLTUf3 https://t.co/uB4ksOa9Qe",0.0,0.0,Maryland,MD,biden_csv,,,
Let’s goooooooooooo #Biden https://t.co/rAP19a8nr9,0.0,0.0,Michigan,MI,biden_csv,,,
Wow! Took a day off and things are worse. Why is #Cheeto getting TV time from That’s BS! And the published crap about #Biden for which Twitter locked out the liar-and-false-info-disseminator Press Sec. FTW today! #vote #VoteHimOut2020,4.0,2.0,California,CA,biden_csv,,,
Bruh what the fuck is this shit?! knows when negroes have something important to discuss - they rap about it. The only thing missing is a watermelon patch #JoeBiden #BidenHarrisToSaveAmerica #BidenHarrisLandslide2020 #Trump2020 #WalkAway #Democrat #Republicans https://t.co/MzzvzViGkh,0.0,0.0,Florida,FL,biden_csv,,,
" Cory votes with and enables his climate denying party while his state burns. #biden #Cosen #Hickenlooper https://t.co/Pz7ooeN03Z",0.0,0.0,Massachusetts,MA,biden_csv,,,
" #RegulateSiliconValley End #AntiTrust #Exemption #Google #Facebook #Twitter End #Censorship of #Conservatives #RedChina Owns #SiliconValley #RedChina Owns #Biden #HunterBiden #HunterBidenChinaPayoff #BillionAndHalf #HunterBidenRussiaCollusion #BurismaBribedBiden https://t.co/QkXMarnQZ1",0.0,0.0,California,CA,biden_csv,,,
If it isnt true  then why do you need to censor it? #SmokingGunEmail #doublestandard #censorship #Biden #QuidProQuoJoe https://t.co/qr6zceZk3R,7.0,5.0,California,CA,biden_csv,,,
" Those that live in glass houses  shouldn’t throw stones. Don’t #MaskUp when it’s a good photo opportunity. #BidenHarris #COVID19 #JoeBiden https://t.co/lVbVoM32ha",0.0,0.0,Arizona,AZ,biden_csv,,,
" #Biden https://t.co/ylq41UBCF6",0.0,0.0,Florida,FL,biden_csv,,,
